"d_nutr","d_cm","d_satt","d_educ","d_elct","d_sani","d_wtr","d_hsg","d_ckfl","d_asst","area","region","stratum","psu","weight","year","t"
0,0,0,1,1,0,1,1,1,1,"0","17",1703,1703002,1,2010,1
0,0,0,1,0,0,0,0,0,0,"0","5",503,503003,1,2010,1
1,0,0,0,0,0,1,1,0,0,"1","13",1300,1300002,1,2010,1
0,1,0,0,1,0,0,0,1,1,"1","6",603,603005,1,2010,1
0,0,1,0,0,0,0,0,0,0,"1","5",502,502002,1,2010,1
0,0,0,0,1,0,0,0,0,0,"1","9",901,901004,1,2010,1
0,0,1,0,1,0,1,0,0,0,"0","2",205,205004,1,2010,1
1,0,0,0,0,0,0,0,1,0,"1","10",1002,1002004,1,2010,1
0,0,0,0,0,0,0,1,1,0,"1","9",902,902002,1,2010,1
0,0,1,0,1,1,0,1,0,0,"1","1",100,100003,1,2010,1
0,0,0,0,0,1,0,1,0,0,"1","4",402,402003,1,2010,1
0,0,0,0,0,0,0,1,0,0,"1","19",1900,1900003,1,2010,1
0,0,1,1,0,0,1,1,0,0,"1","7",701,701001,1,2010,1
1,1,0,1,0,0,1,1,0,0,"0","10",1005,1005005,1,2010,1
1,0,1,0,0,0,0,1,0,0,"0","20",2004,2004002,1,2010,1
0,0,0,0,0,1,0,0,1,0,"1","15",1504,1504004,1,2010,1
0,0,0,1,0,0,1,1,0,0,"0","7",703,703004,1,2010,1
1,0,0,0,1,1,0,0,0,0,"0","20",2003,2003002,1,2010,1
0,0,0,0,0,0,0,0,0,0,"0","20",2003,2003001,1,2010,1
0,0,1,0,1,0,1,0,0,1,"1","10",1001,1001003,1,2010,1
0,0,0,0,0,0,1,0,0,0,"1","9",901,901001,1,2010,1
0,0,0,0,0,0,0,1,0,1,"1","17",1705,1705002,1,2010,1
0,0,0,1,0,0,0,0,0,0,"1","7",700,700003,1,2010,1
0,0,0,0,0,0,0,1,0,1,"1","14",1401,1401004,1,2010,1
0,0,0,0,1,0,1,0,0,1,"1","8",803,803002,1,2010,1
0,0,1,0,0,0,0,0,1,0,"0","16",1602,1602003,1,2010,1
0,0,1,0,0,0,0,0,0,1,"0","19",1903,1903003,1,2010,1
0,0,1,0,0,0,1,0,0,0,"1","12",1202,1202003,1,2010,1
0,0,1,0,1,0,0,1,0,1,"0","4",402,402002,1,2010,1
1,0,0,0,0,0,1,0,1,1,"1","11",1100,1100003,1,2010,1
0,0,0,0,1,0,0,1,0,0,"1","6",605,605000,1,2010,1
0,0,0,1,1,1,0,0,0,0,"0","3",303,303001,1,2010,1
0,0,0,0,0,1,0,0,0,1,"0","14",1401,1401001,1,2010,1
0,0,0,0,0,0,0,0,0,0,"1","11",1105,1105001,1,2010,1
0,0,0,0,1,0,0,0,0,1,"0","13",1303,1303002,1,2010,1
1,0,0,1,0,1,0,0,0,1,"1","18",1802,1802000,1,2010,1
0,0,0,0,0,0,0,1,0,0,"0","20",2000,2000002,1,2010,1
1,0,0,0,0,0,1,0,0,0,"0","14",1402,1402002,1,2010,1
1,0,0,0,1,1,1,0,1,1,"0","4",402,402005,1,2010,1
0,0,0,1,1,0,1,1,0,1,"1","18",1803,1803004,1,2010,1
0,0,1,0,1,0,0,0,0,0,"1","5",502,502003,1,2010,1
1,0,0,0,0,0,0,0,0,1,"1","5",501,501003,1,2010,1
0,0,1,1,0,0,1,1,0,0,"0","18",1804,1804002,1,2010,1
0,0,0,0,0,0,1,1,0,0,"0","14",1404,1404002,1,2010,1
0,1,0,1,0,0,0,1,0,0,"1","8",804,804001,1,2010,1
1,0,1,0,1,0,1,1,0,0,"1","10",1000,1000003,1,2010,1
0,0,0,0,1,1,1,0,0,0,"1","14",1401,1401000,1,2010,1
0,0,0,0,0,0,0,1,0,0,"0","20",2001,2001003,1,2010,1
0,0,1,0,0,0,0,0,0,1,"1","17",1702,1702005,1,2010,1
0,0,0,0,1,0,0,0,0,0,"1","10",1002,1002001,1,2010,1
0,0,1,0,1,0,0,0,0,1,"1","15",1502,1502005,1,2010,1
0,0,0,1,0,0,0,1,0,0,"0","15",1503,1503000,1,2010,1
0,0,1,0,1,0,0,1,0,1,"1","11",1103,1103001,1,2010,1
0,0,0,1,0,0,0,0,0,0,"1","2",205,205004,1,2010,1
0,0,0,0,1,1,1,0,1,1,"1","11",1101,1101004,1,2010,1
0,0,1,0,0,0,0,1,1,0,"0","20",2001,2001001,1,2010,1
0,0,0,1,0,0,0,1,1,0,"1","9",904,904001,1,2010,1
1,0,0,0,0,1,0,1,0,1,"0","12",1201,1201000,1,2010,1
0,0,1,0,0,0,0,0,0,0,"1","8",801,801004,1,2010,1
1,1,0,0,0,0,0,1,0,0,"0","13",1301,1301003,1,2010,1
0,0,1,0,1,0,1,1,0,0,"0","19",1903,1903000,1,2010,1
0,0,0,0,1,0,1,0,0,1,"1","9",900,9e+05,1,2010,1
0,0,0,0,0,0,1,0,0,0,"1","8",804,804002,1,2010,1
0,1,0,0,1,0,0,1,0,0,"0","19",1903,1903003,1,2010,1
1,0,1,0,0,0,0,0,0,0,"0","18",1802,1802001,1,2010,1
1,1,0,1,1,0,1,0,0,0,"1","20",2003,2003004,1,2010,1
1,0,0,0,0,0,1,0,0,1,"0","15",1502,1502002,1,2010,1
0,0,0,0,0,0,0,0,0,1,"1","6",604,604001,1,2010,1
0,0,0,1,1,1,0,1,0,0,"1","16",1600,1600004,1,2010,1
0,0,1,0,0,0,0,0,1,0,"1","1",104,104004,1,2010,1
0,0,1,1,1,0,0,1,0,0,"1","7",701,701002,1,2010,1
1,0,0,1,0,0,0,0,0,0,"1","5",503,503003,1,2010,1
0,0,0,1,1,0,0,1,0,0,"1","17",1700,1700002,1,2010,1
1,0,0,0,1,0,0,0,0,0,"1","2",200,200001,1,2010,1
1,0,1,1,0,0,1,1,0,0,"1","1",103,103003,1,2010,1
1,0,0,0,0,0,1,0,0,1,"0","3",301,301003,1,2010,1
0,0,0,1,0,1,0,0,0,0,"1","8",803,803001,1,2010,1
0,0,0,0,0,0,0,0,0,0,"1","14",1405,1405002,1,2010,1
0,0,0,0,0,0,0,1,0,0,"1","7",704,704002,1,2010,1
1,0,0,0,1,1,0,1,0,0,"1","3",300,300004,1,2010,1
1,0,0,0,1,0,0,0,0,1,"1","6",603,603002,1,2010,1
0,0,0,0,1,0,0,0,0,1,"0","11",1104,1104004,1,2010,1
1,0,1,0,1,0,0,1,0,0,"1","8",802,802002,1,2010,1
0,0,1,0,0,0,0,0,0,0,"1","12",1203,1203003,1,2010,1
0,0,0,0,1,0,0,0,0,0,"1","17",1700,1700002,1,2010,1
0,0,0,0,1,0,1,0,0,0,"1","19",1903,1903004,1,2010,1
0,0,0,0,0,0,0,0,0,0,"0","5",501,501000,1,2010,1
1,0,0,0,1,0,0,1,0,1,"0","9",904,904004,1,2010,1
0,0,1,1,1,1,0,1,0,0,"1","13",1302,1302002,1,2010,1
0,0,0,1,1,0,1,1,1,0,"1","15",1503,1503002,1,2010,1
0,0,0,0,0,1,0,1,0,1,"0","15",1501,1501000,1,2010,1
0,0,1,0,0,0,0,1,0,0,"1","2",201,201002,1,2010,1
1,0,0,0,0,0,0,1,0,0,"1","17",1703,1703004,1,2010,1
1,0,1,0,0,0,1,0,0,1,"0","1",105,105004,1,2010,1
0,0,0,0,0,0,1,1,0,0,"1","12",1201,1201003,1,2010,1
0,0,1,1,1,0,0,0,0,0,"0","2",200,200003,1,2010,1
0,0,0,0,1,0,0,0,0,0,"0","6",602,602003,1,2010,1
0,0,0,0,0,1,0,1,0,1,"0","18",1804,1804002,1,2010,1
0,0,0,0,0,0,1,1,0,0,"1","10",1004,1004003,1,2010,1
0,0,0,0,1,0,1,0,0,0,"0","4",403,403004,1,2010,1
0,0,0,0,0,0,0,0,0,0,"0","10",1003,1003004,1,2010,1
0,0,0,0,1,0,0,0,0,1,"0","17",1702,1702003,1,2010,1
0,0,1,0,0,0,0,0,1,0,"0","8",801,801001,1,2010,1
0,0,0,0,0,0,0,0,1,0,"1","6",605,605000,1,2010,1
0,0,0,0,1,0,0,0,0,0,"1","5",501,501000,1,2010,1
1,0,1,1,0,0,1,1,0,0,"0","11",1100,1100003,1,2010,1
0,0,0,0,0,0,0,0,1,0,"1","20",2001,2001003,1,2010,1
1,0,1,0,1,0,0,0,1,1,"0","4",402,402002,1,2010,1
0,0,0,0,1,0,0,1,0,1,"1","4",404,404001,1,2010,1
0,0,0,0,0,1,0,0,0,1,"1","15",1504,1504004,1,2010,1
0,0,0,1,0,1,1,0,0,1,"1","6",604,604002,1,2010,1
0,0,1,1,0,0,0,1,0,0,"1","11",1104,1104003,1,2010,1
0,1,0,1,0,0,1,1,0,0,"1","15",1504,1504000,1,2010,1
0,0,0,0,0,0,0,0,0,0,"0","6",604,604004,1,2010,1
1,0,1,1,0,1,0,1,0,0,"1","11",1103,1103002,1,2010,1
1,0,0,0,1,0,0,1,1,0,"1","10",1003,1003000,1,2010,1
0,0,0,0,0,1,0,0,0,1,"1","6",600,600005,1,2010,1
0,0,0,0,0,0,0,0,0,0,"1","1",103,103004,1,2010,1
0,0,1,1,1,0,0,0,1,0,"1","3",300,300002,1,2010,1
0,0,1,0,1,0,0,1,0,1,"0","18",1801,1801005,1,2010,1
1,0,1,0,0,0,0,0,0,0,"1","13",1301,1301000,1,2010,1
0,0,0,1,0,0,0,1,0,0,"1","6",604,604001,1,2010,1
1,0,0,1,1,0,0,1,0,0,"1","4",404,404004,1,2010,1
1,0,1,1,0,0,1,0,0,1,"1","10",1002,1002002,1,2010,1
0,0,0,0,0,0,0,1,0,1,"1","18",1801,1801000,1,2010,1
1,0,1,0,0,0,0,1,0,0,"0","17",1702,1702001,1,2010,1
0,0,1,0,0,1,0,1,0,0,"1","8",801,801003,1,2010,1
0,0,0,0,0,0,0,0,0,1,"1","10",1003,1003003,1,2010,1
1,0,0,0,0,1,1,1,0,1,"0","12",1205,1205002,1,2010,1
0,0,0,1,0,0,0,0,0,0,"0","1",104,104003,1,2010,1
0,0,0,0,0,0,0,0,1,0,"0","6",604,604004,1,2010,1
0,0,1,0,1,0,0,0,0,1,"0","1",105,105001,1,2010,1
0,0,0,1,0,0,0,1,0,0,"1","17",1703,1703003,1,2010,1
0,0,0,1,0,0,1,1,0,0,"1","20",2005,2005005,1,2010,1
0,0,0,0,0,1,1,1,0,0,"1","15",1503,1503001,1,2010,1
0,0,1,1,0,0,1,1,0,0,"0","1",101,101005,1,2010,1
1,0,1,0,0,1,0,0,0,1,"0","17",1702,1702004,1,2010,1
1,0,1,0,0,0,0,0,0,0,"1","15",1504,1504004,1,2010,1
0,0,0,0,0,0,0,0,0,0,"1","3",302,302001,1,2010,1
0,0,0,0,0,0,0,1,0,0,"0","17",1703,1703000,1,2010,1
0,0,0,0,0,0,1,0,1,0,"0","7",701,701002,1,2010,1
1,0,1,1,0,0,1,1,0,0,"1","9",903,903001,1,2010,1
1,0,0,0,1,0,0,1,1,0,"0","5",504,504001,1,2010,1
0,0,1,0,1,0,1,0,0,1,"0","18",1803,1803004,1,2010,1
0,0,1,0,0,0,0,0,0,1,"1","3",304,304000,1,2010,1
1,0,0,0,0,0,0,1,0,0,"1","10",1002,1002003,1,2010,1
0,0,0,1,0,0,0,1,0,0,"1","17",1701,1701004,1,2010,1
0,0,0,0,0,1,0,0,0,0,"1","7",702,702000,1,2010,1
0,1,1,0,0,0,0,0,0,0,"0","17",1700,1700001,1,2010,1
0,0,0,1,1,0,0,0,0,1,"0","7",702,702000,1,2010,1
0,0,0,1,0,0,0,1,0,0,"0","11",1103,1103005,1,2010,1
1,0,1,0,0,0,1,0,0,0,"1","20",2000,2e+06,1,2010,1
0,0,1,1,0,0,1,1,0,0,"1","3",302,302004,1,2010,1
0,0,0,0,0,0,0,1,0,1,"1","1",104,104003,1,2010,1
1,0,0,0,0,0,0,0,1,0,"1","13",1301,1301001,1,2010,1
0,0,1,0,0,0,0,1,0,1,"1","14",1403,1403003,1,2010,1
0,0,1,1,1,0,0,0,0,0,"1","8",802,802001,1,2010,1
0,0,0,1,1,0,0,0,0,0,"1","12",1204,1204002,1,2010,1
0,0,1,1,0,0,0,0,1,1,"0","4",403,403004,1,2010,1
1,0,0,1,0,1,1,1,0,0,"1","18",1802,1802002,1,2010,1
1,0,0,0,0,0,0,0,1,0,"0","3",302,302002,1,2010,1
0,0,0,0,1,0,1,0,0,0,"0","20",2001,2001002,1,2010,1
0,0,0,0,0,0,0,0,1,0,"1","7",701,701001,1,2010,1
1,0,0,1,0,0,0,0,1,0,"1","8",804,804001,1,2010,1
0,0,0,1,0,1,0,1,0,0,"0","3",304,304002,1,2010,1
0,0,0,0,1,0,0,0,0,0,"0","19",1902,1902002,1,2010,1
1,0,0,1,0,0,1,1,0,0,"1","2",201,201003,1,2010,1
1,0,0,0,0,1,0,1,0,0,"1","18",1804,1804001,1,2010,1
0,0,1,0,1,1,1,1,0,0,"1","18",1800,1800004,1,2010,1
0,0,1,1,0,1,0,0,0,0,"1","16",1604,1604002,1,2010,1
0,0,1,0,0,0,0,0,0,0,"0","15",1501,1501001,1,2010,1
0,0,0,1,0,0,0,0,0,0,"1","15",1502,1502000,1,2010,1
0,0,0,1,0,0,1,1,0,0,"1","1",101,101004,1,2010,1
0,1,0,0,0,0,0,1,0,1,"1","16",1603,1603000,1,2010,1
0,0,0,0,0,1,0,1,0,0,"0","10",1001,1001001,1,2010,1
0,0,0,0,0,1,0,1,0,0,"0","9",903,903005,1,2010,1
1,0,0,0,1,0,0,1,0,0,"1","20",2005,2005002,1,2010,1
1,0,1,0,1,0,0,0,1,1,"1","17",1703,1703005,1,2010,1
1,0,0,1,0,0,0,1,0,0,"1","3",300,300004,1,2010,1
0,0,0,0,1,0,1,0,0,0,"0","7",701,701001,1,2010,1
0,0,1,0,1,0,0,1,0,0,"0","20",2004,2004002,1,2010,1
0,0,0,0,1,0,1,0,0,0,"1","15",1501,1501001,1,2010,1
0,0,0,1,1,1,1,0,0,1,"0","18",1803,1803001,1,2010,1
0,0,0,0,0,1,0,0,0,0,"0","18",1805,1805004,1,2010,1
0,0,1,0,0,0,0,0,0,0,"1","8",804,804002,1,2010,1
0,0,0,1,1,0,1,0,0,0,"0","4",401,401003,1,2010,1
0,0,0,0,1,0,0,1,0,0,"1","20",2005,2005001,1,2010,1
1,0,1,1,0,0,0,0,0,0,"0","13",1301,1301001,1,2010,1
0,0,1,0,0,0,0,0,0,0,"1","17",1705,1705001,1,2010,1
0,0,1,1,0,0,0,1,0,0,"1","6",602,602004,1,2010,1
0,0,1,0,0,0,1,1,0,0,"1","12",1202,1202005,1,2010,1
0,0,0,1,0,0,0,1,1,0,"0","9",903,903001,1,2010,1
0,0,0,1,0,0,1,0,0,1,"0","14",1404,1404005,1,2010,1
0,0,0,0,1,1,0,0,0,1,"1","18",1801,1801004,1,2010,1
1,0,0,1,0,0,0,0,0,1,"1","2",201,201003,1,2010,1
0,0,1,0,1,0,0,0,0,0,"1","17",1704,1704000,1,2010,1
0,0,0,1,1,1,0,0,0,0,"1","2",205,205003,1,2010,1
0,1,0,0,1,1,0,1,0,0,"0","5",505,505002,1,2010,1
0,1,0,1,1,0,0,1,0,0,"1","10",1004,1004002,1,2010,1
0,0,1,1,0,0,1,1,0,1,"1","9",904,904002,1,2010,1
0,0,1,0,0,0,1,1,0,0,"1","5",504,504000,1,2010,1
0,0,0,0,0,0,1,0,0,0,"0","5",503,503002,1,2010,1
0,0,0,0,0,0,0,0,0,0,"1","8",801,801003,1,2010,1
0,0,1,0,0,0,0,0,0,1,"1","7",701,701000,1,2010,1
0,0,0,0,0,1,1,1,0,0,"0","17",1701,1701002,1,2010,1
0,0,1,1,1,0,0,0,0,1,"1","6",602,602003,1,2010,1
0,1,0,1,1,0,1,0,0,1,"1","19",1903,1903001,1,2010,1
0,0,0,0,0,0,0,0,0,1,"0","12",1202,1202000,1,2010,1
1,0,1,1,0,1,0,0,0,0,"0","4",404,404003,1,2010,1
0,0,1,0,0,0,1,1,0,1,"0","15",1504,1504003,1,2010,1
0,0,1,0,0,1,0,0,0,0,"1","15",1502,1502001,1,2010,1
0,0,0,1,1,0,0,0,0,1,"1","20",2004,2004000,1,2010,1
0,0,1,0,0,0,0,1,0,0,"1","20",2004,2004004,1,2010,1
1,0,0,0,1,0,0,0,0,1,"1","1",102,102005,1,2010,1
0,0,1,0,1,0,1,0,0,0,"1","19",1900,1900000,1,2010,1
0,0,0,0,0,0,0,1,0,0,"0","10",1000,1000002,1,2010,1
0,0,0,1,0,0,0,1,0,1,"1","8",802,802003,1,2010,1
0,0,0,0,0,0,1,0,0,1,"1","3",302,302002,1,2010,1
0,0,1,0,0,0,0,0,0,0,"0","17",1702,1702005,1,2010,1
0,0,0,1,0,0,0,1,1,0,"1","5",501,501001,1,2010,1
0,0,1,0,1,1,0,0,0,0,"0","5",504,504001,1,2010,1
0,0,0,1,1,1,0,1,0,0,"1","15",1503,1503004,1,2010,1
0,0,1,0,0,0,0,1,0,1,"0","17",1704,1704000,1,2010,1
0,0,0,1,1,0,0,0,0,0,"0","1",102,102004,1,2010,1
1,0,1,0,1,1,0,0,0,0,"1","5",503,503004,1,2010,1
1,0,0,0,1,0,0,0,0,0,"1","18",1802,1802003,1,2010,1
1,0,1,0,0,0,0,0,0,0,"1","12",1201,1201001,1,2010,1
0,0,1,0,1,0,0,1,0,0,"1","4",401,401000,1,2010,1
0,1,0,0,0,0,0,0,0,1,"0","20",2000,2000001,1,2010,1
0,0,0,0,0,0,0,0,1,0,"1","8",801,801003,1,2010,1
0,0,1,1,1,0,1,1,0,0,"1","19",1901,1901004,1,2010,1
1,0,0,0,0,1,0,0,0,1,"0","17",1700,1700002,1,2010,1
0,0,0,0,1,1,0,0,0,0,"1","11",1104,1104001,1,2010,1
0,0,0,0,1,0,1,1,0,1,"0","19",1903,1903001,1,2010,1
0,0,0,0,0,0,0,0,0,1,"0","16",1604,1604003,1,2010,1
0,0,0,0,0,1,0,1,0,1,"1","12",1201,1201001,1,2010,1
1,0,1,1,0,0,0,0,1,0,"1","16",1602,1602003,1,2010,1
0,0,0,0,1,1,0,1,0,0,"1","15",1503,1503001,1,2010,1
0,0,0,0,0,1,0,0,0,0,"0","4",402,402002,1,2010,1
0,0,0,0,1,0,0,1,1,0,"1","2",205,205003,1,2010,1
0,0,0,1,0,0,1,1,0,0,"1","5",501,501001,1,2010,1
0,0,0,0,0,0,0,0,0,0,"1","11",1101,1101001,1,2010,1
0,1,1,0,1,0,0,1,0,0,"0","10",1003,1003003,1,2010,1
0,0,0,0,0,1,0,0,0,0,"1","7",705,705000,1,2010,1
0,0,0,0,0,0,1,1,0,0,"0","20",2002,2002003,1,2010,1
0,0,0,0,0,0,0,0,0,0,"0","4",401,401000,1,2010,1
1,0,1,0,0,0,1,0,1,0,"1","9",905,905001,1,2010,1
0,0,1,1,1,0,0,0,1,1,"1","7",702,702002,1,2010,1
0,0,0,0,0,1,0,1,0,0,"0","6",601,601004,1,2010,1
0,0,0,1,1,0,0,1,1,0,"0","3",302,302002,1,2010,1
0,0,1,0,0,0,1,1,0,0,"1","18",1804,1804005,1,2010,1
0,0,0,1,0,0,0,0,1,0,"1","11",1103,1103002,1,2010,1
0,0,0,0,0,1,1,0,0,0,"0","20",2003,2003004,1,2010,1
0,0,0,1,1,0,0,0,0,0,"0","13",1302,1302000,1,2010,1
1,0,1,0,0,1,0,0,1,0,"0","12",1202,1202003,1,2010,1
0,0,0,0,1,0,0,0,0,1,"1","17",1700,1700004,1,2010,1
0,0,0,0,0,0,1,1,0,1,"1","15",1503,1503002,1,2010,1
1,0,0,0,0,0,1,1,0,0,"0","15",1501,1501002,1,2010,1
1,0,0,0,0,0,1,0,0,1,"1","9",904,904001,1,2010,1
1,0,0,0,0,0,0,1,0,0,"0","9",900,900003,1,2010,1
0,1,0,0,0,1,0,0,0,0,"0","6",602,602001,1,2010,1
0,0,0,1,0,0,0,1,0,1,"1","12",1201,1201001,1,2010,1
0,0,0,0,0,0,1,0,0,1,"0","5",504,504004,1,2010,1
0,0,0,0,0,1,0,0,0,0,"0","13",1301,1301002,1,2010,1
0,0,0,1,1,0,0,1,0,0,"0","14",1402,1402002,1,2010,1
0,1,0,0,0,1,0,0,0,0,"1","17",1700,1700003,1,2010,1
1,0,0,1,0,0,1,0,0,1,"1","20",2001,2001005,1,2010,1
0,0,0,0,0,0,1,0,0,0,"0","7",702,702003,1,2010,1
0,0,1,0,1,0,1,0,1,0,"0","3",304,304000,1,2010,1
0,0,1,1,0,0,0,0,0,0,"1","8",801,801002,1,2010,1
0,0,0,0,1,1,1,0,0,1,"0","20",2005,2005000,1,2010,1
1,0,1,1,1,0,0,0,1,0,"1","10",1000,1e+06,1,2010,1
0,0,0,0,1,0,1,1,0,0,"0","7",702,702004,1,2010,1
1,0,1,0,1,1,1,1,0,0,"1","7",703,703004,1,2010,1
0,0,1,1,0,1,0,1,0,0,"0","9",901,901005,1,2010,1
0,0,1,0,0,0,0,0,0,1,"1","15",1504,1504001,1,2010,1
0,0,0,0,0,0,0,0,0,1,"1","7",700,700001,1,2010,1
0,0,1,0,0,0,0,1,0,0,"1","13",1303,1303004,1,2010,1
1,0,0,1,0,0,0,1,0,1,"0","16",1602,1602002,1,2010,1
0,0,0,0,0,1,1,1,0,1,"1","6",601,601000,1,2010,1
0,0,0,1,0,0,0,1,0,0,"1","6",603,603001,1,2010,1
0,0,0,1,1,0,1,1,0,0,"1","2",203,203000,1,2010,1
0,0,0,0,0,0,0,0,1,0,"1","20",2001,2001004,1,2010,1
1,0,0,1,0,1,0,0,0,1,"1","19",1901,1901004,1,2010,1
0,0,1,0,0,0,0,0,0,1,"1","13",1304,1304004,1,2010,1
0,1,0,0,0,0,1,0,0,0,"0","19",1904,1904005,1,2010,1
0,0,1,0,0,0,0,1,0,0,"0","13",1304,1304002,1,2010,1
0,0,1,0,0,0,0,1,0,0,"0","7",703,703001,1,2010,1
0,0,0,0,1,0,0,0,0,0,"0","1",104,104000,1,2010,1
0,0,0,0,0,0,0,0,0,0,"1","15",1501,1501003,1,2010,1
1,0,1,0,0,0,0,0,0,1,"1","11",1100,1100004,1,2010,1
1,1,0,0,0,0,0,0,1,0,"0","7",704,704002,1,2010,1
0,0,0,0,1,1,0,0,0,0,"0","13",1305,1305003,1,2010,1
0,0,0,1,0,0,1,0,1,1,"0","13",1304,1304003,1,2010,1
1,0,0,0,0,0,1,0,0,1,"1","18",1802,1802004,1,2010,1
1,0,1,0,0,0,0,0,0,0,"1","14",1404,1404002,1,2010,1
1,0,1,1,1,1,0,1,0,0,"0","2",201,201002,1,2010,1
0,0,1,1,1,0,1,1,0,0,"0","14",1401,1401005,1,2010,1
1,0,0,0,0,0,0,0,0,0,"0","1",104,104001,1,2010,1
0,0,0,0,0,0,0,0,0,0,"1","6",604,604001,1,2010,1
1,0,0,0,0,0,1,1,0,1,"1","18",1804,1804001,1,2010,1
0,0,0,0,0,1,0,1,0,0,"1","1",104,104001,1,2010,1
0,0,0,0,1,1,1,1,0,0,"1","8",803,803000,1,2010,1
0,0,0,0,0,0,1,1,0,0,"1","6",601,601003,1,2010,1
0,0,1,0,1,1,1,1,0,1,"1","12",1201,1201004,1,2010,1
0,0,1,0,1,1,1,1,0,0,"1","9",902,902005,1,2010,1
0,0,0,1,1,1,1,0,0,1,"1","2",204,204003,1,2010,1
0,0,0,0,0,0,0,1,0,0,"0","1",102,102004,1,2010,1
0,0,0,0,1,1,0,0,1,0,"0","11",1104,1104005,1,2010,1
0,0,1,1,1,0,0,1,0,0,"1","17",1702,1702002,1,2010,1
0,0,0,1,1,0,0,1,0,0,"0","6",603,603004,1,2010,1
0,0,0,0,1,0,0,0,0,0,"0","14",1404,1404001,1,2010,1
0,0,0,0,0,1,1,0,0,0,"1","11",1102,1102004,1,2010,1
1,0,0,0,1,1,0,1,0,0,"1","10",1003,1003003,1,2010,1
0,0,0,0,0,0,1,1,0,0,"1","16",1602,1602002,1,2010,1
0,0,0,0,1,0,1,0,0,0,"0","20",2004,2004000,1,2010,1
0,0,0,0,1,1,0,0,0,0,"1","11",1104,1104000,1,2010,1
0,0,0,0,0,0,0,0,0,0,"1","7",703,703001,1,2010,1
0,0,0,0,1,1,0,0,0,0,"1","18",1804,1804003,1,2010,1
0,0,0,0,1,1,1,0,1,0,"0","17",1702,1702005,1,2010,1
1,0,0,1,0,1,1,1,0,0,"1","14",1403,1403000,1,2010,1
0,0,0,1,0,0,0,0,0,1,"1","17",1701,1701004,1,2010,1
0,0,0,0,1,1,0,1,0,0,"1","14",1404,1404003,1,2010,1
0,0,0,1,1,0,0,1,1,0,"0","16",1603,1603001,1,2010,1
1,0,0,0,1,0,0,0,0,0,"1","11",1103,1103001,1,2010,1
1,0,0,0,1,0,0,0,0,0,"1","11",1105,1105004,1,2010,1
0,0,0,0,1,0,1,0,0,1,"0","10",1004,1004001,1,2010,1
0,0,0,0,0,0,0,0,0,0,"0","4",402,402003,1,2010,1
0,0,0,0,0,0,1,0,0,0,"0","4",402,402004,1,2010,1
0,0,0,0,0,0,0,1,0,0,"1","17",1701,1701002,1,2010,1
1,0,0,0,1,0,0,0,1,1,"1","5",500,5e+05,1,2010,1
0,0,0,0,1,0,0,0,0,0,"1","5",504,504003,1,2010,1
1,0,0,0,0,1,0,1,0,0,"1","8",805,805004,1,2010,1
1,1,1,0,0,0,0,0,0,1,"1","5",501,501000,1,2010,1
0,0,1,0,1,0,0,1,0,0,"0","14",1401,1401001,1,2010,1
0,0,0,1,1,1,0,0,1,1,"0","10",1001,1001005,1,2010,1
1,0,1,1,0,0,0,0,0,0,"1","8",802,802002,1,2010,1
0,1,1,1,1,0,0,1,0,0,"1","5",503,503001,1,2010,1
1,0,0,1,0,1,1,0,0,1,"0","9",904,904003,1,2010,1
0,0,0,0,0,1,0,0,1,0,"0","16",1604,1604004,1,2010,1
0,0,1,0,0,0,0,1,1,0,"1","16",1601,1601001,1,2010,1
1,0,0,0,0,1,1,0,0,0,"1","17",1703,1703001,1,2010,1
1,0,1,0,1,0,1,0,0,1,"1","3",305,305001,1,2010,1
0,0,1,0,1,0,0,0,0,0,"1","7",701,701003,1,2010,1
1,0,1,0,1,0,0,0,0,0,"1","19",1905,1905001,1,2010,1
0,0,0,0,0,0,0,1,0,0,"0","15",1503,1503000,1,2010,1
1,0,1,1,1,0,1,0,0,0,"0","13",1304,1304003,1,2010,1
0,0,0,0,0,0,0,0,0,1,"0","19",1900,1900001,1,2010,1
1,0,1,0,0,0,0,1,0,0,"0","11",1104,1104001,1,2010,1
0,0,1,0,1,0,0,0,0,0,"0","5",503,503002,1,2010,1
0,0,0,0,1,0,0,0,0,0,"1","14",1405,1405004,1,2010,1
0,0,0,0,0,0,0,0,0,0,"1","15",1501,1501002,1,2010,1
0,0,0,0,0,0,1,1,0,0,"1","19",1900,1900004,1,2010,1
0,0,0,0,0,1,1,0,1,0,"0","2",202,202004,1,2010,1
0,0,1,0,0,0,0,1,0,0,"1","2",205,205001,1,2010,1
1,0,1,0,1,0,0,1,0,1,"1","18",1802,1802001,1,2010,1
0,0,1,1,1,0,1,1,0,1,"0","19",1903,1903003,1,2010,1
0,0,0,1,1,0,0,0,0,1,"0","11",1103,1103004,1,2010,1
0,1,0,1,1,0,0,1,0,1,"0","5",502,502005,1,2010,1
0,0,0,1,0,0,0,0,0,0,"1","17",1703,1703002,1,2010,1
0,0,1,1,0,0,0,1,0,1,"0","5",503,503001,1,2010,1
0,0,0,0,0,0,0,1,0,0,"1","4",403,403003,1,2010,1
0,0,1,0,0,0,1,1,0,1,"1","20",2002,2002001,1,2010,1
0,0,1,0,1,0,0,0,0,1,"1","3",303,303003,1,2010,1
0,0,0,0,1,0,0,0,1,1,"1","14",1400,1400004,1,2010,1
